Taxon_Group,Taxon_orig,Taxon_v2,Changed,Rationale,NonTarget,OTU_MTTI,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Ephemeroptera,Baetis,Baetis,no,,FALSE,DNI,Baetis,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetodes tritus,Baetodes,yes,,FALSE,DNI,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetodes,Baetodes,no,,FALSE,DNI,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetopus trishae,Baetopus trishae,no,Dubious ID eastern Taxon,TRUE,DNI,Baetopus trishae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetopus,,,,,
Ephemeroptera,Callibaetis,Callibaetis,no,,FALSE,Callibaetis,Callibaetis,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Ephemeroptera,Camelobaetidius,Camelobaetidius,no,,FALSE,DNI,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Camelobaetidius warreni,Camelobaetidius,yes,,FALSE,DNI,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Diphetor hageni,Diphetor,yes,Single species in genus,FALSE,Diphetor hageni,Diphetor,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Diphetor,Diphetor,no,Single species in genus,FALSE,Diphetor hageni,Diphetor,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Fallceon,Fallceon,no,,FALSE,Fallceon,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Fallceon quilleri,Fallceon,yes,,FALSE,Fallceon,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Heterocloeon,Heterocloeon,no,,FALSE,DNI,Heterocloeon,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,
Ephemeroptera,Iswaeon anoka,Iswaeon,yes,,FALSE,DNI,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Iswaeon,Iswaeon,no,,FALSE,DNI,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Plauditus punctiventris,Iswaeon,yes,,FALSE,DNI,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Pseudocloeon,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon propinquum,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis sonajuventus,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis propinquus,Labiobaetis,yes,Current Nomenclature,FALSE,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis,Labiobaetis,no,Current Nomenclature,FALSE,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Paracloeodes,Paracloeodes,no,,FALSE,DNI,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Paracloeodes minutus,Paracloeodes,yes,,FALSE,DNI,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Plauditus,Plauditus,no,,FALSE,DNI,Plauditus,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,
Ephemeroptera,Baetidae,Baetidae,no,,FALSE,DNI,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Diphetor/Fallceon,Baetidae,yes,,FALSE,DNI,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Afghanurus criddlei,Afghanurus criddlei,no,,FALSE,Afghanurus,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Ecdyonurus criddlei,Afghanurus criddlei,yes,,FALSE,Afghanurus,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Ecdyonurus/Nixe,Afghanurus,yes,,FALSE,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Ecdyonurus,Afghanurus,yes,,FALSE,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Afghanurus,Afghanurus,no,,FALSE,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Nixe,Afghanurus,yes,,FALSE,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Cinygma,Cinygma,no,,FALSE,Cinygma,Cinygma,100598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygma,,,,,
Ephemeroptera,Cinygmula par,Cinygmula,yes,,FALSE,Cinygmula,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Cinygmula,Cinygmula,no,,FALSE,Cinygmula,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Epeorus albertae group,Epeorus albertae group,no,Formatting,FALSE,Epeorus albertae group,Epeorus albertae group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus albertae,Epeorus albertae group,yes,Formatting,FALSE,Epeorus albertae group,Epeorus albertae group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis group,Epeorus grandis group,no,Formatting,FALSE,Epeorus grandis group,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus gr.,Epeorus grandis group,yes,Formatting,FALSE,Epeorus grandis group,Epeorus grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus longimanus,Epeorus longimanus,no,Formatting,FALSE,Epeorus longimanus,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus longimanus group,Epeorus longimanus,yes,Formatting,FALSE,Epeorus longimanus,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus deceptivus,Epeorus deceptivus,no,Formatting,FALSE,Epeorus deceptivus,Epeorus deceptivus,100632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,deceptivus
Ephemeroptera,Epeorus,Epeorus,no,,FALSE,DNI,Epeorus,100626,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,
Ephemeroptera,Ironodes,Ironodes,no,,FALSE,Ironodes,Ironodes,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,
Ephemeroptera,Leucrocuta,Leucrocuta,no,,FALSE,DNI,Leucrocuta,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,
Ephemeroptera,Maccaffertium/Stenonema,Maccaffertium,yes,,FALSE,Maccaffertium,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Stenonema,Maccaffertium,yes,,FALSE,Maccaffertium,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium vicarium,Maccaffertium,yes,,FALSE,Maccaffertium,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium terminatum,Maccaffertium,yes,,FALSE,Maccaffertium,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium,Maccaffertium,no,,FALSE,Maccaffertium,Maccaffertium,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Rhithrogena,Rhithrogena,no,,FALSE,Rhithrogena,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Ephemeroptera,Rhithrogena robusta,Rhithrogena,yes,,FALSE,Rhithrogena,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Ephemeroptera,Stenacron,Stenacron,no,,FALSE,DNI,Stenacron,100713,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Stenacron,,,,,
Ephemeroptera,Heptagenia,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia/Nixe,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia group,Heptageniidae,no,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Nixe/Leucocruta,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Leucrocuta/Nixe,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptageniidae,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Heptagenia/Ecdyonurus,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Epeorus/Ironodes,Heptageniidae,yes,,FALSE,DNI,Heptageniidae,100504,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Ephemeroptera,Isonychia,Isonychia,no,,FALSE,DNI,Isonychia,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,
Ephemeroptera,Isonychia velma,Isonychia,yes,,FALSE,DNI,Isonychia,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,
Ephemeroptera,Siphlonurus,Siphlonurus,no,,FALSE,DNI,Siphlonurus,100953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Siphlonurus,,,,,
Ephemeroptera,Siphlonuridae,Siphlonuridae,no,,FALSE,DNI,Siphlonuridae,100951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,,,,,,
Ephemeroptera,Potamanthidae,Potamanthidae,no,,FALSE,DNI,Potamanthidae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,Potamanthidae,,,,,,,,,
Ephemeroptera,Ephemeroptera,Ephemeroptera,no,,FALSE,DNI,Ephemeroptera,100502,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,,,,,,,,,,
Heteroptera,Belostoma,Belostoma,no,Excluded as water column or surface dwellers,TRUE,DNI,Belostoma,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Belostoma flumineum,Belostoma,yes,Excluded as water column or surface dwellers,TRUE,DNI,Belostoma,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Lethocerus,Lethocerus,no,Excluded as water column or surface dwellers,TRUE,DNI,Lethocerus,103699,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,
Heteroptera,Belostomatidae,Belostomatidae,no,Excluded as water column or surface dwellers,TRUE,DNI,Belostomatidae,103683,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,,,,,,,,,
Heteroptera,Callicorixa vulnerata,Callicorixa,yes,Excluded as water column or surface dwellers,TRUE,DNI,Callicorixa,103514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Callicorixa,,,,,
Heteroptera,Callicorixa,Callicorixa,no,Excluded as water column or surface dwellers,TRUE,DNI,Callicorixa,103514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Callicorixa,,,,,
Heteroptera,Cenocorixa,Cenocorixa,no,Excluded as water column or surface dwellers,TRUE,DNI,Cenocorixa,103501,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Cenocorixa,,,,,
Heteroptera,Hesperocorixa vulgaris,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Graptocorixa,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Sigara,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Trichocorixa,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Hesperocorixa laevigata,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Hesperocorixa,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Palmacorixa,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Corisella decolor,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Corixidae,Corixidae,no,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Corisella,Corixidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Corixidae,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Trepobates,Trepobates,no,Excluded as water column or surface dwellers,TRUE,DNI,Trepobates,103811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,Trepobatinae,,,Trepobates,,,,,
Heteroptera,Metrobates trux,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Aquarius nyctalis,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Gerris,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Aquarius remigis,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Gerrinae,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Metrobates,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Gerridae,Gerridae,no,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Gerris incurvatus,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Limnoporus,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Aquarius,Gerridae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Gerridae,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Macrovelia,Macrovelia,no,Excluded as water column or surface dwellers,TRUE,DNI,Macrovelia,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Heteroptera,Macrovelia hornii,Macrovelia,yes,Excluded as water column or surface dwellers,TRUE,DNI,Macrovelia,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Heteroptera,Mesovelia,Mesovelia,no,Excluded as water column or surface dwellers,TRUE,DNI,Mesovelia,103954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Mesoveliidae,,,,Mesovelia,,,,,
Heteroptera,Metachela,Mesovelia,yes,Excluded as water column or surface dwellers,TRUE,DNI,Mesovelia,103954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Mesoveliidae,,,,Mesovelia,,,,,
Heteroptera,Ambrysus,Ambrysus,no,Excluded as water column or surface dwellers,TRUE,DNI,Ambrysus,103614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Naucoridae,Ambrysinae,,,Ambrysus,,,,,
Heteroptera,Naucoridae,Ambrysus,yes,Excluded as water column or surface dwellers,TRUE,DNI,Ambrysus,103614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Naucoridae,Ambrysinae,,,Ambrysus,,,,,
Heteroptera,Ranatra fusca,Ranatra,yes,Excluded as water column or surface dwellers,TRUE,DNI,Ranatra,103748,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,
Heteroptera,Ranatra,Ranatra,no,Excluded as water column or surface dwellers,TRUE,DNI,Ranatra,103748,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,
Heteroptera,Notonecta,Notonectidae,yes,Excluded as water column or surface dwellers,TRUE,DNI,Notonectidae,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Heteroptera,Notonectidae,Notonectidae,no,Excluded as water column or surface dwellers,TRUE,DNI,Notonectidae,103557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
Heteroptera,Neoplea striola,Neoplea striola,no,Excluded as water column or surface dwellers,TRUE,DNI,Neoplea striola,103604,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Pleidae,,,,Neoplea,,,,,striola
Heteroptera,Saldula,Saldula,no,Excluded as water column or surface dwellers,TRUE,DNI,Saldula,104140,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Saldidae,Saldinae,,,Saldula,,,,,
Heteroptera,Microvelia,Microvelia,no,Excluded as water column or surface dwellers,TRUE,DNI,Microvelia,103900,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Microveliinae,,,Microvelia,,,,,
Heteroptera,Rhagovelia distincta,Rhagovelia,yes,Excluded as water column or surface dwellers,TRUE,DNI,Rhagovelia,103886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Rhagoveliinae,,,Rhagovelia,,,,,
Heteroptera,Rhagovelia,Rhagovelia,no,Excluded as water column or surface dwellers,TRUE,DNI,Rhagovelia,103886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Rhagoveliinae,,,Rhagovelia,,,,,
Heteroptera,Veliidae,Veliidae,no,Excluded as water column or surface dwellers,TRUE,DNI,Veliidae,103885,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,,,,,,,,,
Terrestrial,Cinara,Cinara,no,Excluded as water column or surface dwellers,TRUE,DNI,Cinara,200598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,,,Aphididae,,,,,,,,,
